,organism,PC1_cd45minus,PC2_cd45minus
24087_2#379,human,-21.6539158806815,-9.63938142789076
24087_1#279,human,17.6717194971155,3.78906365714403
24088_7#330,human,-2.21058495081331,1.04144699393552
23728_7#205,human,0.813675410741737,19.8936798238649
24087_7#356,human,1.71693640004969,-30.6583069695215
24087_2#375,human,12.9334540409782,9.03656136361166
24087_2#250,human,-4.46858672087756,-11.5234747535806
24087_1#254,human,-8.86867702213961,29.2177741353844
24087_1#230,human,11.7007667378661,4.87985188034683
24087_1#278,human,9.56168802413797,8.53399268882126
24087_1#250,human,5.81577898549842,-1.63277460000744
23728_3#276,human,-10.7172910655191,5.51049444413826
24087_4#273,human,7.39915167904136,-4.03850263736615
24087_2#204,human,4.85201882901024,-2.57836735664085
24088_4#258,human,-9.42832224060165,32.1232819055336
24087_1#350,human,-18.7047673415271,-10.8495935025282
24087_2#274,human,5.29672742575474,26.4558213342987
24087_7#349,human,1.6878532794984,-36.9084113624059
24087_4#354,human,8.95595798975736,1.28916218186413
23728_4#297,human,-3.23318793866725,1.29129062596164
24087_8#352,human,-0.222130508091165,-31.4016819303989
24087_3#232,human,14.8553267124978,2.07399671788356
23728_3#230,human,-10.0310792582649,5.35480310400004
24088_4#201,human,-2.46933980763453,5.73044999597344
23728_7#281,human,-7.59106045140913,7.39387365972983
23728_3#229,human,-10.0607822040978,5.56463244877019
24088_4#358,human,0.705381783471507,6.74002923201964
24087_7#380,human,1.50954233948101,-32.8578146868939
24087_1#308,human,6.0798201482297,26.2059797180184
24087_3#372,human,4.56011910601239,-4.62429156383879
24087_7#377,human,0.735094550137463,-33.5613180870217
24088_4#213,human,0.644427865852221,9.626152558205
24088_7#254,human,-0.220959296919103,-1.1605865141463
23728_5#230,human,-0.366533003790841,-1.47039216474303
24088_7#303,human,5.56499848484235,-3.04450334624233
23728_3#257,human,-8.7933091694426,5.12460748681987
24087_3#377,human,-22.0212657626962,-8.593778461524
24087_3#249,human,6.04454431229113,28.0683598198254
24087_2#208,human,10.1442405045975,3.61274999855979
23728_5#249,human,1.19127679300616,-10.3239424140523
24087_2#308,human,14.6129641526169,3.11857706737846
24087_4#324,human,4.63657829750045,19.6042402781511
24088_8#380,human,-1.00325231722245,-34.4930441071129
23728_5#202,human,-5.9630700657919,5.96535591403748
24088_4#192,human,1.8754794146987,2.98278695945353
24087_7#372,human,2.63531468797194,-38.1974688670583
24087_3#275,human,8.57178276837272,21.3446253084169
23728_3#301,human,-6.13832513703569,6.23226824276441
24087_7#348,human,0.075776514882854,-33.9843563599383
24087_3#252,human,-1.69597169903051,-12.8325141715055
24087_1#207,human,-2.68282949876607,-11.0573220842187
24087_3#305,human,5.06264183743412,-1.0140207845533
24087_5#234,human,-3.61359402822173,15.1597616587468
24087_6#375,human,3.15687097366715,-30.8765117081778
24087_3#254,human,10.0396082643596,10.4290498223083
24088_4#369,human,-12.3892824911478,28.1540665792582
24087_2#233,human,16.142115828781,3.75453178327102
24088_7#349,human,0.639489925407955,-41.6286205448758
23728_4#236,human,-9.16758056647879,10.1027707031453
24087_4#350,human,-21.2141982882402,-10.6516077164901
24087_2#255,human,4.75346526336349,26.1772707780971
24088_4#252,human,-5.02109766726928,-27.987042370497
24087_2#210,human,-13.3693109243591,33.5354722596501
24087_1#255,human,5.15005956382417,27.7470441107685
23728_5#284,human,-1.86600469556998,-2.52600267358855
24088_4#272,human,4.99420846446043,15.2240894531748
24087_6#298,human,3.15904221674504,-40.5320601492726
24087_5#380,human,-5.22756123090829,-25.3397727972912
24087_1#377,human,-12.122929852585,31.4125592613994
24087_3#231,human,14.691496247832,5.17258746643912
24088_4#233,human,-9.43839200281625,31.8220140170615
24087_3#230,human,6.4314947708818,1.55465429477307
24087_3#347,human,14.7413961583753,6.98086027994698
24087_2#350,human,2.98161128716775,-4.76466432867106
23728_7#329,human,4.08760398079811,-8.08934819943026
23728_7#206,human,0.940932961182667,17.9089848312044
24088_4#328,human,4.76816583792752,9.89254328466708
24087_1#373,human,-4.92717286373908,-24.932416306942
24087_1#376,human,-12.0635112778917,33.4278905865442
24087_2#259,human,-11.9601684175973,36.0258721790535
24087_1#375,human,-20.9036487733908,-10.5106158712302
24087_4#284,human,15.1589360328103,4.8726541734146
23728_5#228,human,-1.28907327224617,-0.402656653465571
24087_7#277,human,-10.463847489947,34.0085649007194
24088_7#380,human,-0.855145566994933,-32.2243499822859
24087_3#332,human,12.8723158501856,6.42041655032398
23728_5#259,human,-8.88467006203637,8.27212565445642
24087_3#226,human,-21.7498405855614,-7.60238090082052
24087_3#212,human,6.96210124600417,26.4527209604971
23728_4#307,human,-5.77128806517338,10.9151320530992
24088_8#328,human,-19.0534124917168,-9.5895561501785
24087_8#379,human,0.762884027945062,-30.4266624707764
23728_5#328,human,-10.0549576754821,7.03912997229483
24087_3#345,human,-13.2944642166116,30.1581292749796
24088_4#380,human,6.66645522623316,26.0382401360769
24087_2#303,human,6.94784954148032,27.4587386713977
23728_5#302,human,-1.3936813464153,0.207853274156543
24087_4#227,human,15.6849577257202,3.22085219395483
24087_8#308,human,-4.0993651677168,4.70692453471314
24087_2#349,human,5.09890853152686,-1.03170231046477
24087_3#370,human,3.32924558170692,-32.6363025156377
23728_3#211,human,-1.35736235348635,-3.71247707157022
24087_4#326,human,4.75284183685864,-3.25412972802828
24087_2#354,human,14.6017182473307,-0.423088942959672
23728_5#212,human,-1.63913185255742,-1.91849368200286
24087_3#326,human,9.22569166028241,6.40062597402154
24088_7#369,human,-0.715774697310346,-40.6849923361785
24087_2#306,human,11.2911641346796,5.28706877501066
24087_3#227,human,6.90631959268205,27.0867244910955
24087_7#347,human,1.09752680305542,-34.7819953657134
24087_5#373,human,-3.89537649774891,-33.5246599036284
24087_1#299,human,12.1752395392745,1.0850529091934
24087_7#376,human,3.58207094826762,-41.4919663996963
24087_1#302,human,2.56749736027288,21.4465346484691
24088_4#260,human,2.22481017534217,20.0256349920666
24087_2#332,human,-15.4525243598653,-10.7966799102418
23728_3#251,human,-10.626752375624,4.97849592497761
24088_7#348,human,0.756554094923117,-41.1341906319986
24087_5#375,human,2.10571058095237,-38.375475070774
23728_5#307,human,-8.96034541210559,8.71934300277083
24087_3#329,human,12.1270801521016,-0.674666019689534
24087_1#225,human,5.57322088927918,-1.95464858729836
24087_3#280,human,-3.42017655925762,-11.5344572269048
24088_4#222,human,-9.25074969349844,32.7846816630361
23728_7#227,human,2.60136181971773,-8.13494996053764
24088_4#354,human,-5.44311018983954,-26.901075684472
24087_1#372,human,4.69353936910731,-6.86352709025925
24088_4#195,human,4.33071670327838,5.94457625890361
23728_6#232,human,-10.1942666918421,32.7894444341574
24087_2#348,human,4.75823072495588,-36.3227226964542
24088_4#318,human,-19.2733119744499,-9.87708841564276
23728_7#328,human,1.1039045134385,-2.51340055992626
23728_6#236,human,0.347632168129332,10.5221679608097
24088_4#316,human,0.848019849817529,8.50266342961785
24087_2#227,human,9.1272390487051,4.37477650112827
24087_1#273,human,16.1972793183166,-0.391880319837059
23728_4#250,human,-9.08919864023891,10.0995419133165
24088_4#277,human,5.72418592014325,21.4480223415786
24087_1#305,human,4.06123871954523,-4.6200908775114
24087_1#277,human,-13.8960696297447,32.0860871349134
24087_2#281,human,4.67330705471898,-6.85983388135793
23728_3#232,human,-9.8024434337771,4.84900896681483
24087_7#378,human,1.5612936207831,-35.1132762791036
24088_4#361,human,0.700316501869169,10.8034666554564
23728_4#258,human,11.4115754601656,-2.80383142326782
24088_4#311,human,0.692006325531235,10.6284132936092
23728_4#303,human,-6.44484838200017,10.419001497507
24087_5#374,human,2.54420831645094,-34.675997714704
24088_4#244,human,-20.1090040719895,-10.861398338327
24087_2#256,human,11.3607711262944,8.5662639955695
24087_6#371,human,1.94246907644092,-36.481950992293
24088_4#273,human,-8.10256211398213,1.20561056534329
24087_1#211,human,1.88705576756333,20.2838308318431
24087_7#250,human,-13.3763853797836,32.1289981013119
24088_4#356,human,-9.91449070651744,-0.397323516828884
24087_1#234,human,6.8026257739606,-2.057955947953
24088_4#270,human,2.52531382813273,1.98135738305139
24087_2#211,human,-13.3319091771639,31.8381453232597
23728_4#256,human,-4.0164939485184,12.6770046823321
24087_2#273,human,8.31585881262174,26.0722896564846
24087_3#349,human,-19.8157908336123,-10.6846599005112
24088_4#237,human,3.06574977524536,19.0182591413308
24087_3#331,human,15.907911511739,7.65688457114843
24088_4#206,human,2.15453156827087,11.3196487137322
24088_4#295,human,1.88574190642628,6.62776209768198
24087_3#356,human,-21.9973537683554,-10.0357248733218
23728_5#253,human,1.42189066426946,20.6688574673983
24087_4#376,human,-12.1979153867592,29.9886982361591
24087_2#260,human,7.62324424960788,2.45829561830113
24088_8#373,human,1.65383571098105,-42.900617786885
24087_4#282,human,16.6764719365657,4.64667986599641
24087_8#251,human,-11.0914195391377,30.877431207399
24087_8#380,human,-4.7116932653414,-27.3529075412375
24087_2#376,human,-21.5221094871779,-9.86703021953982
24088_4#346,human,0.367148601493256,-4.514089891841
23728_5#226,human,14.4767328241152,-1.65728611533748
24087_7#379,human,2.69300639354193,-39.2306765539366
24087_5#370,human,-2.52410680507812,-31.2592477467349
24088_4#274,human,2.85792161390587,0.362572968878208
24087_3#202,human,-21.6502697548867,-8.53145877009006
24088_4#285,human,-8.91873971685216,33.7549527545208
24087_3#284,human,-5.07095094986153,-11.4714499532051
24087_1#208,human,-2.88155206455686,-11.6119243328026
24087_2#284,human,-2.08153375684821,-12.4716411245764
24087_1#327,human,-2.70761465788205,-12.0729619423815
23728_4#233,human,-8.42585331618492,10.832950178965
23728_4#230,human,-5.08081546823874,8.4970594708428
24087_3#351,human,6.38888247769386,-5.7880934357413
23728_3#274,human,-7.40765082180599,3.91116639935654
24087_7#355,human,-0.179896644196222,-39.5979884193143
23728_3#255,human,-1.83565308118792,-0.740601073208142
24087_1#347,human,4.42281318169636,-5.4387563992776
