,organism,PC1_cd45minus,PC2_cd45minus
24087_1#369,human,4.3464973428557,-7.22795038913442
24087_3#204,human,11.3060368103853,5.7647390774593
23728_4#308,human,-8.67380959144691,10.0100546101278
24088_4#202,human,-9.1370082232419,0.042649257073119
24087_1#228,human,-2.50127822854248,-11.6441345556824
24087_3#277,human,-13.6922332412044,32.7003500770677
24087_2#212,human,16.4140188823896,1.43508929199052
24087_4#323,human,-23.1686708709009,-7.62698180178574
24087_2#356,human,12.3582477855238,-0.386658980040785
24088_4#267,human,1.31493679490416,8.43896721214782
24087_1#251,human,12.5276609207547,2.10978946740868
24087_6#352,human,-5.36221079840358,-25.8604774167189
24087_4#226,human,11.721785419804,4.16017403650662
24088_4#278,human,0.046619965068552,9.59803824826049
24088_4#209,human,-9.72732386306953,31.1839328291919
24087_1#329,human,15.3731086911548,1.22666000320478
24087_7#303,human,-4.0878761086841,-33.6495633403043
24087_3#306,human,12.1501984909773,7.15086685871329
24087_5#377,human,1.83771390331919,-36.6116643669659
24087_4#330,human,10.0426986314692,2.08517377388026
24088_4#333,human,-8.73270561695353,31.0343286723109
24088_8#346,human,2.84878746051027,-42.6110106224878
24087_2#351,human,1.64296153378898,-4.05448397467369
24087_4#234,human,6.59413899610307,21.965764997459
24088_7#356,human,-4.50231627774993,-26.1924256466627
24088_4#355,human,5.3543176171602,23.1083525939445
24087_3#274,human,-15.4450566208177,-10.6465142412633
24087_1#328,human,17.593478877885,7.50771534610203
24087_8#349,human,3.30848115138261,-35.232843761116
24087_1#298,human,-15.2915502147138,-10.4567910874889
24087_2#225,human,9.23422937022266,7.3979806062193
24087_3#273,human,15.7398286587862,1.47353735645783
24088_4#247,human,1.12327064808774,6.53670784814841
24087_2#325,human,9.91663158484772,7.49972720018805
24087_4#225,human,6.62980508760198,27.1139384081512
24087_2#330,human,10.4567866043459,3.37015555264645
24088_8#371,human,0.739468928182553,-41.4345939421242
24088_8#375,human,-1.8060263292849,-35.9558990973554
24088_4#377,human,4.60831938647089,17.9271520506135
24088_4#368,human,3.68516098865982,4.79950627065612
24088_4#215,human,1.63230878511692,1.7989411092825
24088_4#266,human,2.48134780836025,8.43682224601934
24087_8#355,human,0.732238081553463,-42.0852704239036
24087_1#331,human,14.5145315543086,7.73195085210137
23728_4#279,human,-3.64924253885562,15.0645705511382
23728_7#348,human,3.80274784404939,1.91912103348939
24087_4#229,human,6.68059700584915,27.7773615552307
24087_8#375,human,3.87227417018039,-33.9438901574617
24087_3#206,human,-15.2662448322926,-10.2843147082542
24087_3#298,human,8.83266881972694,8.59371403604283
24088_4#304,human,0.340737049178389,-10.9774368781321
24088_7#379,human,-0.377031906546004,-39.8689189233725
24087_6#373,human,3.25234057367585,-38.4000552207104
24087_3#278,human,-5.18748947423123,-11.509858171781
23728_5#210,human,-1.96320783182661,-2.36470365971944
24087_1#257,human,-2.97831516644359,-12.0903130041732
23728_3#226,human,-6.80596562689816,4.08054252446095
24087_3#225,human,14.1466518688421,5.2898235622805
24087_2#373,human,-22.1548284682095,-7.95519433905177
24088_7#305,human,-1.31112331944736,2.77020316965619
24087_1#253,human,12.3396100600896,8.55189025701954
24087_2#355,human,8.85829872036136,4.63277601749368
24087_7#373,human,3.16201268951625,-39.2779087980409
23728_4#321,human,-2.8590076221924,1.57436585012516
23728_6#330,human,-6.34819055121934,8.70729670002634
24087_3#210,human,11.3717139013687,7.83382037507791
24088_8#350,human,2.3265116046857,-30.349834250299
23728_5#308,human,-21.7794679255661,-7.58399733739498
24087_7#328,human,-3.63253898992128,15.0933718220346
24087_2#298,human,16.5053695084246,0.056476675057231
23728_4#212,human,-7.13884782624539,8.95492267425102
24087_1#227,human,11.0951478660652,8.01460160272064
24088_4#302,human,5.52339346161508,14.6635601399489
24087_3#325,human,-1.59021136864881,-12.316607602294
24087_8#307,human,0.086837813209861,-0.287179495298436
24087_2#371,human,7.91613550021007,-4.70443131987048
24087_8#226,human,-4.51362811248294,4.9010316122009
24087_6#206,human,3.38650793158573,-40.6469287058249
24087_4#355,human,2.65638933287743,-5.75535953079449
24087_3#279,human,14.9468200533393,0.596790822233633
24087_4#325,human,7.34669345164945,26.0059426555215
24087_1#204,human,12.9934422147569,4.47754702922794
24087_1#274,human,12.5197989487174,2.15253858322049
24088_4#217,human,5.34120310264174,20.2907564390591
24087_8#377,human,-9.93752608750082,31.2244781006534
23728_4#300,human,-5.2804593964544,8.72638852447369
24087_6#332,human,3.91197451396085,-40.7752838055547
24087_2#353,human,7.38608077020516,28.2629835050018
24087_7#297,human,-0.376958906540828,6.45655804316405
24088_4#315,human,-9.51344387064097,33.5720672985279
23728_5#277,human,-6.61849762354702,9.54111513868419
24087_1#236,human,-12.5386249435767,32.1853642100284
24088_4#373,human,-7.88773119908233,32.8274615997181
24088_8#347,human,-2.51046302629429,-35.1236621823289
24087_3#234,human,11.5425151875679,3.20710717422912
24088_4#296,human,-10.9182308866767,32.0266087442732
24087_4#232,human,-4.84525389236207,31.0222289643304
24087_1#202,human,7.84723186541506,7.99721982378921
24087_4#205,human,-1.27192944635102,-12.655216113976
24087_3#323,human,-1.07813201119984,-7.34015628440462
24087_1#281,human,-23.1722993359612,-7.67540674984883
24087_4#212,human,-10.219872308004,33.7962033966583
24087_2#203,human,8.66098055663506,20.9903857743039
23728_4#304,human,-5.87450670119452,9.14586232665009
24087_3#355,human,-22.7978032792081,-9.6228784329125
24088_4#336,human,4.54532351043585,22.0058633163421
24087_3#380,human,2.21180707375853,-2.59569191320031
24087_4#353,human,11.0670946850582,2.56851809548801
24087_4#274,human,-5.13978565308124,-11.2866284505461
24088_4#276,human,-9.85402607599168,31.7479871549748
24087_4#254,human,8.10883877882818,20.6246218230369
24087_2#326,human,3.97760072040183,23.1558436571947
23728_3#234,human,-1.29895199048932,-3.73167548786069
24088_7#346,human,-2.73801310085095,-33.4835941263984
24087_2#329,human,-12.9447353656111,33.3545932633916
24088_8#369,human,-4.70378233267356,-26.871614143818
24087_1#232,human,-21.0383295438772,-8.57781499640225
24087_6#369,human,2.91652921336993,-35.3044976956782
24087_8#376,human,1.30063798703872,-42.5214089850976
24087_2#279,human,6.6662613234246,4.82429012304936
24087_3#208,human,9.74802968857218,4.91587993263642
23728_5#280,human,-9.46579619817931,7.43944626285028
24088_4#338,human,6.60517742766862,10.1456709908821
24088_8#355,human,-4.14260934053756,-26.4228224571115
23728_3#376,human,-4.6577387337838,-3.29233624704768
24088_8#208,human,1.43607098870499,-3.34818191570478
24087_4#231,human,-12.3609523020421,35.3814584753502
24087_2#275,human,17.0936888864776,0.078089281765704
24087_3#205,human,6.10883259158868,25.7752357324514
24087_6#347,human,0.192214070311347,-34.3785156646791
24088_4#293,human,-12.1309032118642,29.5837554353782
24087_2#327,human,9.74257560642454,2.15712246067692
24087_3#348,human,-19.4925531828522,-10.7106952216085
24088_4#326,human,5.41369223813853,20.0930938318613
24087_4#329,human,6.26950333263155,-4.29671331298387
24088_4#193,human,4.67228437662404,18.4926329809898
24088_4#207,human,-7.71976334939556,0.414801627023136
24087_3#207,human,-2.05345865555386,-11.9956788458422
24088_4#297,human,-12.353461749948,28.1737600077149
24088_4#229,human,7.18202122591809,26.2094722778949
23728_3#208,human,-11.0356591888271,29.8359898239441
24087_2#328,human,15.8320020664839,1.44047730474159
23728_3#307,human,-10.9820827990328,29.8017735415861
23728_5#278,human,-8.83582710302726,7.607397078017
24087_1#348,human,-20.2220605767445,-11.3121572683937
24088_8#376,human,-0.957242268734004,-34.5505071245276
24087_2#305,human,7.77350617369396,25.466293621017
24087_8#249,human,-11.4771082815384,30.8746797514454
24087_2#323,human,1.3458386688044,20.2872264532135
24087_1#332,human,8.58774527553636,1.03630197850052
24087_3#260,human,2.14833946622274,20.6974175402537
24087_4#304,human,14.7792869244637,8.41987183394356
24088_4#203,human,-4.9125328556711,-26.0454685404634
24087_1#380,human,10.1315985792344,7.48545109846447
24088_4#263,human,-5.0352779654948,-25.3015484492337
24087_1#256,human,5.98328759834364,4.28668593122465
24088_4#271,human,0.619644837896702,3.32141258459251
24087_2#301,human,17.6685058544454,2.52854147041945
24087_4#206,human,11.6790910235846,-2.25198886934177
23728_5#251,human,-10.5402780670527,7.31552916490124
24088_4#376,human,-7.70413805120275,0.440223360555801
24088_7#377,human,-2.52697040135663,-34.1330507510888
24087_5#352,human,0.161866085005091,-36.7057610479309
24087_3#354,human,-20.785752788775,-11.119653516293
24087_3#324,human,5.53532139204633,-0.250425158924878
24087_4#251,human,-3.10138112373454,-10.0424172407581
24088_4#275,human,4.49419616185174,15.0298308539791
24088_4#322,human,1.50264316745118,-4.63974159313523
24088_8#353,human,2.43459267971241,-29.3511420800826
24087_4#348,human,8.02068942141746,2.46992309584379
24088_8#348,human,-1.77108154469528,-34.5840843751957
23728_7#251,human,0.268455674863479,19.6303497290271
24087_3#236,human,10.2542892056072,4.82936079447702
24087_4#378,human,-6.14801454492591,31.4514153939558
24088_4#349,human,4.70608000259714,9.03930273616709
24087_3#300,human,-23.1986925364294,-7.75203078306484
24087_2#234,human,4.42745233100282,25.8710736313533
23728_5#229,human,-8.55881172329237,7.32261424967318
24087_7#352,human,1.94149765557295,-34.065533667264
24087_5#376,human,0.767338629676741,-31.7449312237559
24087_4#259,human,7.6027767278482,7.49623408218012
24088_4#363,human,-8.65772443787572,31.3435902875029
24088_4#199,human,-4.74659225271791,-27.2917586895978
24087_6#356,human,1.60633464000787,-33.2938110855396
24088_4#265,human,6.88753796257588,9.38093306589212
24087_1#300,human,2.11678846044076,20.1374172419901
24087_4#322,human,-18.1768824837755,-11.004301653379
23728_3#299,human,-9.83278475158654,4.06665577772434
24088_4#227,human,3.22711424749163,-3.14755376643944
24088_4#371,human,-8.70136610204458,0.250978139793978
24087_2#380,human,10.1247717691842,2.78824390832844
24087_4#327,human,8.01741405635297,-3.67144146382295
24088_4#345,human,-9.86062186868517,-0.323768669408261
24088_4#367,human,1.73145248037516,9.17889648752578
23728_4#282,human,-8.80342895997867,10.6378093120907
23728_6#355,human,2.77356403441235,2.3197626529613
24087_1#260,human,-15.225821794748,-10.4130824711077
24087_2#202,human,5.9495753389157,25.0522891053619
23728_5#305,human,-7.64456962624255,8.86190497563304
24088_4#280,human,-8.80309523050688,32.8657041914289
24087_1#235,human,13.058485920908,7.75582680362299
24088_4#320,human,6.51986208278967,26.5935869548717
24087_2#377,human,10.8270730326906,6.8633112298217
24088_4#313,human,4.86640836929629,24.1555228108772
24087_4#303,human,3.61831609997987,-8.39402537750445
23728_3#252,human,-8.167028753181,4.76077447640773
24087_7#374,human,6.24367033463222,-30.8790157731436
23728_4#305,human,-20.0694446895213,-7.79333927669542
24088_4#366,human,-10.4703163088026,31.8938145875328
24087_1#330,human,5.56958619071837,27.5688377088039
24088_4#279,human,6.30458153222956,20.8898602395616
24088_4#224,human,4.43076657479368,20.834261660118
24088_4#232,human,4.20782839470659,6.80455166181448
24087_4#356,human,-20.7299762769921,-10.3237312174643
24088_4#359,human,3.36683525659982,8.3579842298208
24088_4#211,human,5.75119620147989,9.57072759722928
24087_2#257,human,15.3406966482177,0.486665076519549
23728_5#234,human,-19.597038326546,-9.81076787601075
24088_4#360,human,7.16124116447724,10.3443437047866
24088_4#343,human,1.44914758305687,0.966052900134499
